zone_id,timestamp,population,is_mnc_zone,transformer_capacity,temperature_c,humidity_pct,solar_irradiance_wm2,wind_speed_kmh,is_weekend,is_holiday,load_kwh
Sector_A_Residential,2025-01-02 12:00:00,45000,0,2500,17.7,75.7,423.59,13.62,0,0,852.87
Sector_A_Residential,2025-01-02 13:00:00,45000,0,2500,14.75,84.89,399.07,12.45,0,0,756.99
Sector_A_Residential,2025-01-02 14:00:00,45000,0,2500,16.49,84.24,371.32,11.19,0,0,819.33
Sector_A_Residential,2025-01-02 15:00:00,45000,0,2500,19.44,80.42,263.58,15.3,0,0,959.24
Sector_A_Residential,2025-01-02 16:00:00,45000,0,2500,20.21,71.48,248.29,20.08,0,0,1200.26
Sector_A_Residential,2025-01-02 17:00:00,45000,0,2500,18.59,72.08,155.21,18.67,0,0,1642.72
Sector_A_Residential,2025-01-02 18:00:00,45000,0,2500,17.12,80.44,1.18,16.4,0,0,2447.54
Sector_A_Residential,2025-01-02 19:00:00,45000,0,2500,15.54,82.89,60.58,16.35,0,0,3243.83
Sector_A_Residential,2025-01-02 20:00:00,45000,0,2500,11.97,86.24,0.0,15.33,0,0,3621.74
Sector_A_Residential,2025-01-02 21:00:00,45000,0,2500,11.79,76.8,10.01,12.25,0,0,3380.55
Sector_A_Residential,2025-01-02 22:00:00,45000,0,2500,10.7,82.69,35.8,9.84,0,0,2750.25
Sector_A_Residential,2025-01-02 23:00:00,45000,0,2500,11.98,84.51,0.0,12.35,0,0,1866.34
Sector_A_Residential,2025-01-03 00:00:00,45000,0,2500,9.43,89.63,0.0,14.11,0,0,1257.9
Sector_A_Residential,2025-01-03 01:00:00,45000,0,2500,4.69,96.44,0.0,7.54,0,0,1667.2
Sector_A_Residential,2025-01-03 02:00:00,45000,0,2500,7.85,90.16,51.52,12.09,0,0,1338.6
Sector_A_Residential,2025-01-03 03:00:00,45000,0,2500,6.37,92.68,0.0,9.74,0,0,1592.98
Sector_A_Residential,2025-01-03 04:00:00,45000,0,2500,6.04,92.09,0.0,16.18,0,0,1595.62
Sector_A_Residential,2025-01-03 05:00:00,45000,0,2500,8.96,90.99,0.0,10.7,0,0,1603.94
Sector_A_Residential,2025-01-03 06:00:00,45000,0,2500,10.67,87.45,23.71,13.78,0,0,1815.8
Sector_A_Residential,2025-01-03 07:00:00,45000,0,2500,11.74,85.17,89.33,10.18,0,0,2185.26
Sector_A_Residential,2025-01-03 08:00:00,45000,0,2500,10.0,85.93,198.04,18.22,0,0,2493.53
Sector_A_Residential,2025-01-03 09:00:00,45000,0,2500,12.5,84.33,304.93,6.67,0,0,2113.79
Sector_A_Residential,2025-01-03 10:00:00,45000,0,2500,15.21,82.69,337.69,14.29,0,0,1440.37
Sector_A_Residential,2025-01-03 11:00:00,45000,0,2500,17.81,78.7,401.85,8.16,0,0,1082.68
Sector_A_Residential,2025-01-03 12:00:00,45000,0,2500,16.44,80.8,455.7,10.84,0,0,896.34
Sector_A_Residential,2025-01-03 13:00:00,45000,0,2500,17.92,82.87,417.02,13.35,0,0,786.39
Sector_A_Residential,2025-01-03 14:00:00,45000,0,2500,16.86,79.83,367.56,13.52,0,0,843.16
Sector_A_Residential,2025-01-03 15:00:00,45000,0,2500,16.91,76.11,302.81,13.43,0,0,867.52
Sector_A_Residential,2025-01-03 16:00:00,45000,0,2500,20.32,78.15,200.6,13.16,0,0,1177.53
Sector_A_Residential,2025-01-03 17:00:00,45000,0,2500,20.7,68.7,158.78,10.38,0,0,1754.95
Sector_A_Residential,2025-01-03 18:00:00,45000,0,2500,17.17,74.07,0.0,12.05,0,0,2381.08
Sector_A_Residential,2025-01-03 19:00:00,45000,0,2500,17.87,78.9,5.27,12.74,0,0,3181.73
Sector_A_Residential,2025-01-03 20:00:00,45000,0,2500,15.26,82.75,2.88,13.31,0,0,3427.19
Sector_A_Residential,2025-01-03 21:00:00,45000,0,2500,11.9,79.74,25.22,12.4,0,0,3341.14
Sector_A_Residential,2025-01-03 22:00:00,45000,0,2500,12.16,82.88,27.58,15.18,0,0,2644.01
Sector_A_Residential,2025-01-03 23:00:00,45000,0,2500,12.83,81.18,0.0,12.95,0,0,1780.38
Sector_A_Residential,2025-01-04 00:00:00,45000,0,2500,8.73,86.58,7.27,13.54,1,0,1451.78
Sector_A_Residential,2025-01-04 01:00:00,45000,0,2500,10.66,89.98,8.21,11.5,1,0,1230.13
Sector_A_Residential,2025-01-04 02:00:00,45000,0,2500,2.53,98.0,0.0,9.15,1,0,2196.7
Sector_A_Residential,2025-01-04 03:00:00,45000,0,2500,8.52,88.7,0.0,13.37,1,0,1418.59
Sector_A_Residential,2025-01-04 04:00:00,45000,0,2500,7.4,87.94,0.0,17.06,1,0,1705.32
Sector_A_Residential,2025-01-04 05:00:00,45000,0,2500,7.31,84.83,0.0,14.39,1,0,1926.99
Sector_A_Residential,2025-01-04 06:00:00,45000,0,2500,8.96,93.93,0.0,9.97,1,0,2086.47
Sector_A_Residential,2025-01-04 07:00:00,45000,0,2500,6.46,93.62,129.39,15.69,1,0,2898.07
Sector_A_Residential,2025-01-04 08:00:00,45000,0,2500,11.09,82.87,213.81,11.66,1,0,2531.76
Sector_A_Residential,2025-01-04 09:00:00,45000,0,2500,13.68,85.46,296.94,15.34,1,0,2146.59
Sector_A_Residential,2025-01-04 10:00:00,45000,0,2500,17.25,78.02,338.84,11.54,1,0,1628.33
Sector_A_Residential,2025-01-04 11:00:00,45000,0,2500,15.11,79.72,411.84,14.07,1,0,1163.95
Sector_A_Residential,2025-01-04 12:00:00,45000,0,2500,15.83,81.74,361.85,11.02,1,0,946.75
Sector_A_Residential,2025-01-04 13:00:00,45000,0,2500,17.33,75.24,408.88,11.11,1,0,972.1
Sector_A_Residential,2025-01-04 14:00:00,45000,0,2500,20.48,73.05,371.82,7.35,1,0,962.97
Sector_A_Residential,2025-01-04 15:00:00,45000,0,2500,19.63,75.93,308.35,14.63,1,0,979.65
Sector_A_Residential,2025-01-04 16:00:00,45000,0,2500,17.88,75.55,174.66,14.13,1,0,1317.69
Sector_A_Residential,2025-01-04 17:00:00,45000,0,2500,19.16,78.68,116.27,14.33,1,0,1898.89
Sector_A_Residential,2025-01-04 18:00:00,45000,0,2500,17.46,85.52,0.0,13.8,1,0,2709.23
Sector_A_Residential,2025-01-04 19:00:00,45000,0,2500,17.78,74.65,0.0,10.17,1,0,3514.47
Sector_A_Residential,2025-01-04 20:00:00,45000,0,2500,13.33,76.34,17.95,16.22,1,0,3995.84
Sector_A_Residential,2025-01-04 21:00:00,45000,0,2500,12.45,76.05,50.35,16.31,1,0,3702.79
Sector_A_Residential,2025-01-04 22:00:00,45000,0,2500,10.78,85.46,1.28,10.08,1,0,2948.55
Sector_A_Residential,2025-01-04 23:00:00,45000,0,2500,7.41,87.46,0.0,14.7,1,0,2525.83
Sector_A_Residential,2025-01-05 00:00:00,45000,0,2500,9.32,88.65,4.72,16.1,1,0,1328.62
Sector_A_Residential,2025-01-05 01:00:00,45000,0,2500,8.3,89.57,23.48,11.4,1,0,1519.1
Sector_A_Residential,2025-01-05 02:00:00,45000,0,2500,7.24,83.9,15.52,12.01,1,0,1567.84
Sector_A_Residential,2025-01-05 03:00:00,45000,0,2500,6.6,83.82,68.58,14.91,1,0,1656.53
Sector_A_Residential,2025-01-05 04:00:00,45000,0,2500,4.68,94.57,0.0,7.76,1,0,2058.32
Sector_A_Residential,2025-01-05 05:00:00,45000,0,2500,7.07,91.06,6.31,9.23,1,0,1953.6
Sector_A_Residential,2025-01-05 06:00:00,45000,0,2500,8.17,87.49,38.72,9.58,1,0,2339.12
Sector_A_Residential,2025-01-05 07:00:00,45000,0,2500,8.58,82.08,149.58,6.75,1,0,2653.36
Sector_A_Residential,2025-01-05 08:00:00,45000,0,2500,11.18,87.47,168.44,16.84,1,0,2624.33
Sector_A_Residential,2025-01-05 09:00:00,45000,0,2500,13.75,87.59,307.07,6.08,1,0,2253.67
Sector_A_Residential,2025-01-05 10:00:00,45000,0,2500,17.97,78.55,413.3,14.24,1,0,1584.88
Sector_A_Residential,2025-01-05 11:00:00,45000,0,2500,16.34,76.0,491.85,15.88,1,0,1270.85
Sector_A_Residential,2025-01-05 12:00:00,45000,0,2500,17.73,77.9,451.98,12.01,1,0,929.84
Sector_A_Residential,2025-01-05 13:00:00,45000,0,2500,18.09,71.83,410.39,10.7,1,0,936.98
Sector_A_Residential,2025-01-05 14:00:00,45000,0,2500,15.37,84.79,350.96,13.86,1,0,833.74
Sector_A_Residential,2025-01-05 15:00:00,45000,0,2500,18.98,76.55,362.63,13.05,1,0,1012.95
Sector_A_Residential,2025-01-05 16:00:00,45000,0,2500,18.93,69.21,235.41,16.55,1,0,1220.35
Sector_A_Residential,2025-01-05 17:00:00,45000,0,2500,22.65,70.62,91.23,3.84,1,0,1930.9
Sector_A_Residential,2025-01-05 18:00:00,45000,0,2500,16.92,80.55,0.0,9.83,1,0,2633.17
Sector_A_Residential,2025-01-05 19:00:00,45000,0,2500,16.57,77.78,7.75,15.01,1,0,3463.72
Sector_A_Residential,2025-01-05 20:00:00,45000,0,2500,14.52,80.47,13.6,13.22,1,0,3893.16
Sector_A_Residential,2025-01-05 21:00:00,45000,0,2500,10.92,81.0,0.0,15.67,1,0,3781.91
Sector_A_Residential,2025-01-05 22:00:00,45000,0,2500,13.53,85.03,0.0,13.96,1,0,2794.57
Sector_A_Residential,2025-01-05 23:00:00,45000,0,2500,11.38,82.75,0.0,12.57,1,0,2075.82
Sector_A_Residential,2025-01-06 00:00:00,45000,0,2500,10.19,78.15,25.99,12.19,0,0,1111.31
Sector_A_Residential,2025-01-06 01:00:00,45000,0,2500,6.18,90.1,0.0,21.39,0,0,1561.79
Sector_A_Residential,2025-01-06 02:00:00,45000,0,2500,9.74,91.24,11.66,18.62,0,0,1138.07
Sector_A_Residential,2025-01-06 03:00:00,45000,0,2500,4.49,92.06,35.56,14.98,0,0,1796.61
Sector_A_Residential,2025-01-06 04:00:00,45000,0,2500,8.27,96.03,5.5,13.52,0,0,1469.86
Sector_A_Residential,2025-01-06 05:00:00,45000,0,2500,11.76,86.6,0.0,15.13,0,0,1333.56
Sector_A_Residential,2025-01-06 06:00:00,45000,0,2500,6.99,91.97,4.85,16.14,0,0,2194.94
Sector_A_Residential,2025-01-06 07:00:00,45000,0,2500,8.99,87.7,115.78,14.71,0,0,2319.31
Sector_A_Residential,2025-01-06 08:00:00,45000,0,2500,11.64,84.76,251.77,10.62,0,0,2346.72
Sector_A_Residential,2025-01-06 09:00:00,45000,0,2500,12.11,83.41,319.78,19.49,0,0,2111.34
Sector_A_Residential,2025-01-06 10:00:00,45000,0,2500,11.78,83.65,368.52,14.11,0,0,1764.36
Sector_A_Residential,2025-01-06 11:00:00,45000,0,2500,16.14,81.76,452.4,20.3,0,0,1075.18
Sector_A_Residential,2025-01-06 12:00:00,45000,0,2500,15.34,76.85,472.0,13.9,0,0,791.13
Sector_A_Residential,2025-01-06 13:00:00,45000,0,2500,19.06,71.82,392.75,12.39,0,0,781.66
Sector_A_Residential,2025-01-06 14:00:00,45000,0,2500,17.15,73.93,420.45,18.09,0,0,803.59
Sector_A_Residential,2025-01-06 15:00:00,45000,0,2500,21.8,81.02,321.12,14.3,0,0,821.97
Sector_A_Residential,2025-01-06 16:00:00,45000,0,2500,17.4,80.24,227.7,13.71,0,0,1209.03
Sector_A_Residential,2025-01-06 17:00:00,45000,0,2500,17.63,79.06,139.37,9.05,0,0,1605.93
Sector_A_Residential,2025-01-06 18:00:00,45000,0,2500,18.72,72.31,0.0,15.56,0,0,2457.7
Sector_A_Residential,2025-01-06 19:00:00,45000,0,2500,13.8,84.93,23.85,11.52,0,0,3190.62
Sector_A_Residential,2025-01-06 20:00:00,45000,0,2500,14.98,80.56,0.0,11.68,0,0,3568.09
Sector_A_Residential,2025-01-06 21:00:00,45000,0,2500,15.37,81.41,0.0,11.53,0,0,3170.31
Sector_A_Residential,2025-01-06 22:00:00,45000,0,2500,8.57,84.81,0.0,14.78,0,0,2921.77
Sector_A_Residential,2025-01-06 23:00:00,45000,0,2500,10.35,87.22,14.18,7.87,0,0,2032.15
Sector_A_Residential,2025-01-07 00:00:00,45000,0,2500,9.23,86.23,0.0,12.71,0,0,1193.98
Sector_A_Residential,2025-01-07 01:00:00,45000,0,2500,9.22,84.87,40.25,16.88,0,0,1266.55
Sector_A_Residential,2025-01-07 02:00:00,45000,0,2500,4.98,95.96,29.73,9.09,0,0,1681.87
Sector_A_Residential,2025-01-07 03:00:00,45000,0,2500,4.63,87.29,33.34,14.06,0,0,1735.47
Sector_A_Residential,2025-01-07 04:00:00,45000,0,2500,8.15,91.48,3.12,11.24,0,0,1438.91
Sector_A_Residential,2025-01-07 05:00:00,45000,0,2500,8.34,91.73,6.45,12.04,0,0,1581.52
Sector_A_Residential,2025-01-07 06:00:00,45000,0,2500,9.21,84.43,0.0,19.24,0,0,1925.78
Sector_A_Residential,2025-01-07 07:00:00,45000,0,2500,10.63,82.96,140.87,7.67,0,0,2264.11
Sector_A_Residential,2025-01-07 08:00:00,45000,0,2500,10.23,85.83,233.54,16.13,0,0,2389.1
Sector_A_Residential,2025-01-07 09:00:00,45000,0,2500,13.42,84.02,331.03,11.78,0,0,2073.42
Sector_A_Residential,2025-01-07 10:00:00,45000,0,2500,15.09,80.28,430.26,11.6,0,0,1529.84
Sector_A_Residential,2025-01-07 11:00:00,45000,0,2500,14.72,83.07,417.67,9.56,0,0,1026.48
Sector_A_Residential,2025-01-07 12:00:00,45000,0,2500,20.61,81.32,444.93,16.09,0,0,804.24
Sector_A_Residential,2025-01-07 13:00:00,45000,0,2500,19.05,74.11,440.98,12.78,0,0,864.72
Sector_A_Residential,2025-01-07 14:00:00,45000,0,2500,16.66,72.15,364.67,12.34,0,0,867.74
Sector_A_Residential,2025-01-07 15:00:00,45000,0,2500,20.19,78.08,312.15,13.84,0,0,947.05
Sector_A_Residential,2025-01-07 16:00:00,45000,0,2500,17.05,85.27,236.37,12.86,0,0,1101.23
Sector_A_Residential,2025-01-07 17:00:00,45000,0,2500,19.62,77.03,107.84,6.45,0,0,1758.85
Sector_A_Residential,2025-01-07 18:00:00,45000,0,2500,19.33,71.45,32.72,11.73,0,0,2403.66
Sector_A_Residential,2025-01-07 19:00:00,45000,0,2500,14.53,81.07,0.0,16.59,0,0,3867.05
Sector_A_Residential,2025-01-07 20:00:00,45000,0,2500,16.29,74.98,28.07,8.18,0,0,3511.33
Sector_A_Residential,2025-01-07 21:00:00,45000,0,2500,13.75,85.07,16.53,9.64,0,0,3314.57
Sector_A_Residential,2025-01-07 22:00:00,45000,0,2500,12.93,78.08,0.0,11.96,0,0,2559.14
Sector_A_Residential,2025-01-07 23:00:00,45000,0,2500,13.42,81.7,0.0,10.91,0,0,1776.83
Sector_A_Residential,2025-01-08 00:00:00,45000,0,2500,8.32,85.0,0.0,13.56,0,0,1327.96
Sector_A_Residential,2025-01-08 01:00:00,45000,0,2500,6.45,91.77,0.0,9.83,0,0,1478.97
Sector_A_Residential,2025-01-08 02:00:00,45000,0,2500,5.6,90.81,26.18,12.3,0,0,1527.48
Sector_A_Residential,2025-01-08 03:00:00,45000,0,2500,5.53,93.07,0.0,13.49,0,0,1658.9
Sector_A_Residential,2025-01-08 04:00:00,45000,0,2500,7.07,90.61,29.07,15.93,0,0,1494.4
Sector_A_Residential,2025-01-08 05:00:00,45000,0,2500,8.42,84.95,0.0,18.01,0,0,1638.07
Sector_A_Residential,2025-01-08 06:00:00,45000,0,2500,9.26,90.4,17.68,12.74,0,0,1936.12
Sector_A_Residential,2025-01-08 07:00:00,45000,0,2500,11.49,85.02,99.8,20.26,0,0,2178.55
Sector_A_Residential,2025-01-08 08:00:00,45000,0,2500,11.47,81.28,203.32,13.01,0,0,2334.53
Sector_A_Residential,2025-01-08 09:00:00,45000,0,2500,15.62,89.22,318.99,16.55,0,0,1989.4
Sector_A_Residential,2025-01-08 10:00:00,45000,0,2500,14.08,84.01,377.34,20.41,0,0,1554.87
Sector_A_Residential,2025-01-08 11:00:00,45000,0,2500,20.9,73.31,400.84,14.14,0,0,2440.86
Sector_A_Residential,2025-01-08 12:00:00,45000,0,2500,18.37,82.62,450.35,8.85,0,0,987.79
Sector_A_Residential,2025-01-08 13:00:00,45000,0,2500,16.65,86.39,442.07,13.97,0,0,817.35
Sector_A_Residential,2025-01-08 14:00:00,45000,0,2500,16.87,78.17,425.67,11.51,0,0,773.3
Sector_A_Residential,2025-01-08 15:00:00,45000,0,2500,19.87,76.55,345.09,12.69,0,0,884.89
Sector_A_Residential,2025-01-08 16:00:00,45000,0,2500,18.39,72.98,257.95,20.6,0,0,1097.54
Sector_A_Residential,2025-01-08 17:00:00,45000,0,2500,19.48,75.04,135.75,9.37,0,0,1737.74
Sector_A_Residential,2025-01-08 18:00:00,45000,0,2500,18.1,76.48,8.32,14.71,0,0,2486.25
Sector_A_Residential,2025-01-08 19:00:00,45000,0,2500,15.87,80.7,0.0,10.58,0,0,3216.02
Sector_A_Residential,2025-01-08 20:00:00,45000,0,2500,13.03,84.7,3.75,12.58,0,0,3633.45
Sector_A_Residential,2025-01-08 21:00:00,45000,0,2500,10.27,88.92,14.92,16.26,0,0,3578.18
Sector_A_Residential,2025-01-08 22:00:00,45000,0,2500,10.64,87.18,36.44,14.77,0,0,2731.92
Sector_A_Residential,2025-01-08 23:00:00,45000,0,2500,11.54,80.31,17.16,12.87,0,0,1921.53
Sector_A_Residential,2025-01-09 00:00:00,45000,0,2500,9.14,84.28,31.01,11.58,0,0,1211.7
Sector_A_Residential,2025-01-09 01:00:00,45000,0,2500,5.56,90.14,0.0,14.96,0,0,1626.54
Sector_A_Residential,2025-01-09 02:00:00,45000,0,2500,7.52,88.85,0.0,19.83,0,0,1439.18
Sector_A_Residential,2025-01-09 03:00:00,45000,0,2500,7.69,93.98,10.73,10.7,0,0,1279.73
Sector_A_Residential,2025-01-09 04:00:00,45000,0,2500,5.61,87.62,29.02,20.54,0,0,1693.24
Sector_A_Residential,2025-01-09 05:00:00,45000,0,2500,8.08,87.87,0.0,18.05,0,0,1665.0
Sector_A_Residential,2025-01-09 06:00:00,45000,0,2500,8.86,92.18,0.0,18.65,0,0,1965.87
Sector_A_Residential,2025-01-09 07:00:00,45000,0,2500,7.94,88.27,136.68,14.93,0,0,2493.42
Sector_A_Residential,2025-01-09 08:00:00,45000,0,2500,12.09,86.33,202.71,17.95,0,0,2356.93
Sector_A_Residential,2025-01-09 09:00:00,45000,0,2500,14.01,81.63,366.67,10.32,0,0,1955.32
Sector_A_Residential,2025-01-09 10:00:00,45000,0,2500,16.5,80.23,377.89,11.52,0,0,1438.14
Sector_A_Residential,2025-01-09 11:00:00,45000,0,2500,17.9,76.61,398.03,16.53,0,0,2630.49
Sector_A_Residential,2025-01-09 12:00:00,45000,0,2500,14.76,83.96,461.98,14.89,0,0,948.67
Sector_A_Residential,2025-01-09 13:00:00,45000,0,2500,16.51,73.01,488.45,13.33,0,0,799.87
Sector_A_Residential,2025-01-09 14:00:00,45000,0,2500,19.72,73.88,414.53,5.09,0,0,830.25
Sector_A_Residential,2025-01-09 15:00:00,45000,0,2500,19.92,76.28,345.27,12.33,0,0,957.08
Sector_A_Residential,2025-01-09 16:00:00,45000,0,2500,19.72,77.47,231.9,9.74,0,0,1167.42
Sector_A_Residential,2025-01-09 17:00:00,45000,0,2500,25.13,74.82,115.69,15.58,0,0,1765.29
Sector_A_Residential,2025-01-09 18:00:00,45000,0,2500,18.27,75.51,0.0,13.19,0,0,2459.03
Sector_A_Residential,2025-01-09 19:00:00,45000,0,2500,18.04,83.27,0.0,11.66,0,0,3168.38
Sector_A_Residential,2025-01-09 20:00:00,45000,0,2500,16.27,76.84,4.91,23.1,0,0,3523.22
Sector_A_Residential,2025-01-09 21:00:00,45000,0,2500,14.17,87.31,32.81,17.49,0,0,3174.64
Sector_A_Residential,2025-01-09 22:00:00,45000,0,2500,10.88,89.21,8.6,17.55,0,0,2738.89
Sector_A_Residential,2025-01-09 23:00:00,45000,0,2500,11.37,81.7,15.59,21.56,0,0,1913.71
Sector_A_Residential,2025-01-10 00:00:00,45000,0,2500,7.37,91.38,39.59,16.86,0,0,1415.48
Sector_A_Residential,2025-01-10 01:00:00,45000,0,2500,7.38,89.94,8.22,11.35,0,0,1374.88
Sector_A_Residential,2025-01-10 02:00:00,45000,0,2500,6.33,93.91,0.0,10.94,0,0,1555.1
Sector_A_Residential,2025-01-10 03:00:00,45000,0,2500,7.15,89.53,0.0,17.43,0,0,1478.12
Sector_A_Residential,2025-01-10 04:00:00,45000,0,2500,11.37,84.13,50.56,6.84,0,0,1096.51
Sector_A_Residential,2025-01-10 05:00:00,45000,0,2500,4.45,98.0,13.16,13.78,0,0,1991.96
Sector_A_Residential,2025-01-10 06:00:00,45000,0,2500,10.0,86.61,0.0,6.45,0,0,1783.76
Sector_A_Residential,2025-01-10 07:00:00,45000,0,2500,7.1,93.79,91.98,14.4,0,0,2592.2
Sector_A_Residential,2025-01-10 08:00:00,45000,0,2500,10.6,85.38,265.59,17.04,0,0,2472.61
Sector_A_Residential,2025-01-10 09:00:00,45000,0,2500,14.96,87.71,305.36,15.03,0,0,2026.69
Sector_A_Residential,2025-01-10 10:00:00,45000,0,2500,14.67,78.68,452.09,17.34,0,0,1501.74
Sector_A_Residential,2025-01-10 11:00:00,45000,0,2500,14.06,79.67,383.64,20.93,0,0,1069.71
Sector_A_Residential,2025-01-10 12:00:00,45000,0,2500,15.96,85.95,504.08,13.55,0,0,885.4
Sector_A_Residential,2025-01-10 13:00:00,45000,0,2500,19.42,73.92,464.73,23.88,0,0,883.15
Sector_A_Residential,2025-01-10 14:00:00,45000,0,2500,17.48,84.43,408.71,14.8,0,0,802.61
Sector_A_Residential,2025-01-10 15:00:00,45000,0,2500,19.39,79.3,326.91,17.37,0,0,969.35
Sector_A_Residential,2025-01-10 16:00:00,45000,0,2500,18.88,75.73,281.53,11.91,0,0,1173.34
Sector_A_Residential,2025-01-10 17:00:00,45000,0,2500,17.03,71.31,138.94,19.72,0,0,1705.67
Sector_A_Residential,2025-01-10 18:00:00,45000,0,2500,21.1,73.6,0.0,17.7,0,0,2521.28
Sector_A_Residential,2025-01-10 19:00:00,45000,0,2500,17.14,78.84,0.0,19.2,0,0,3100.06
Sector_A_Residential,2025-01-10 20:00:00,45000,0,2500,10.91,90.58,4.43,14.24,0,0,3821.18
Sector_A_Residential,2025-01-10 21:00:00,45000,0,2500,13.34,89.35,0.0,9.66,0,0,3265.45
Sector_A_Residential,2025-01-10 22:00:00,45000,0,2500,10.26,83.95,0.0,15.66,0,0,2735.11
Sector_A_Residential,2025-01-10 23:00:00,45000,0,2500,11.54,88.36,0.0,8.11,0,0,1897.98
Sector_A_Residential,2025-01-11 00:00:00,45000,0,2500,7.34,93.25,0.0,13.07,1,0,1654.53
Sector_A_Residential,2025-01-11 01:00:00,45000,0,2500,7.61,94.16,0.23,14.92,1,0,1607.06
Sector_A_Residential,2025-01-11 02:00:00,45000,0,2500,8.12,91.25,18.15,22.57,1,0,1401.04
Sector_A_Residential,2025-01-11 03:00:00,45000,0,2500,8.57,80.95,37.32,15.36,1,0,1424.64
Sector_A_Residential,2025-01-11 04:00:00,45000,0,2500,5.05,92.32,22.72,14.74,1,0,2006.85
Sector_A_Residential,2025-01-11 05:00:00,45000,0,2500,7.21,85.73,0.0,14.03,1,0,1924.21
Sector_A_Residential,2025-01-11 06:00:00,45000,0,2500,7.91,88.7,9.22,9.55,1,0,2273.22
